"ident","type","name","elevation_ft","continent","iso_country","iso_region","municipality","gps_code","iata_code","local_code","long","lat"
"FBMN","medium_airport","Maun Airport",3093,"AF","BW","BW-NW","Maun","FBMN","MUB","","23.431100845336914","-19.97260093688965"
"FBSK","large_airport","Sir Seretse Khama International Airport",3299,"AF","BW","BW-SE","Gaborone","FBSK","GBE","","25.9182","-24.555201"
"FBSN","medium_airport","Sua Pan Airport",2985,"AF","BW","BW-CE","Sowa","FBSN","SXN","","26.115801","-20.5534"
"FBSP","medium_airport","Selebi Phikwe Airport",2925,"AF","BW","BW-CE","","FBSP","PKW","","27.8288","-22.0583"
"FCBB","medium_airport","Maya-Maya Airport",1048,"AF","CG","CG-12","Brazzaville","FCBB","BZV","","15.253000259399414","-4.251699924468994"
"FCOD","medium_airport","Oyo Ollombo Airport",1073,"AF","CG","CG-14","Oyo","FCOD","OLL","","15.91","-1.226666"
"FCOO","medium_airport","Owando Airport",1214,"AF","CG","CG-8","Owando","FCOO","FTX","","15.95009994506836","-0.5313500165939331"
"FCOU","medium_airport","Ouesso Airport",1158,"AF","CG","CG-13","","FCOU","OUE","","16.0379009247","1.6159900426899998"
"FCPL","medium_airport","Ngot Nzoungou Airport",1079,"AF","CG","CG-9","Dolisie","FCPD","DIS","","12.6599","-4.20635"
"FCPP","medium_airport","Pointe Noire Airport",55,"AF","CG","CG-5","Pointe Noire","FCPP","PNR","","11.88659954071045","-4.816030025482178"
"FDMS","medium_airport","Matsapha Airport",2075,"AF","SZ","SZ-MA","Manzini","FDMS","MTS","","31.307501","-26.528999"
"FDSK","large_airport","King Mswati III International Airport",1092,"AF","SZ","SZ-LU","","FDSK","SHO","","31.716944","-26.358611"
"FEFF","medium_airport","Bangui M'Poko International Airport",1208,"AF","CF","CF-MP","Bangui","FEFF","BGF","","18.518800735473633","4.39847993850708"
"FEFT","medium_airport","BerbÃ©rati Airport",1929,"AF","CF","CF-HS","BerbÃ©rati","FEFT","BBT","","15.786399841308594","4.2215800285339355"
"FGBT","medium_airport","Bata Airport",13,"AF","GQ","GQ-LI","","FGBT","BSG","","9.805680274963379","1.9054700136184692"
"FGSL","medium_airport","Malabo Airport",76,"AF","GQ","GQ-BN","Malabo","FGSL","SSG","","8.708720207214355","3.755270004272461"
"FHAW","medium_airport","RAF Ascension Island",278,"AF","SH","SH-AC","Ascension Island","FHAW","ASI","","-14.3937","-7.9696"
"FIMP","large_airport","Sir Seewoosagur Ramgoolam International Airport",186,"AF","MU","MU-GP","Port Louis","FIMP","MRU","","57.683601","-20.430201"
"FIMR","medium_airport","Sir Charles Gaetan Duval Airport",95,"AF","MU","MU-VP","Port Mathurin","FIMR","RRG","","63.361","-19.7577"
"FJDG","medium_airport","Diego Garcia Naval Support Facility",9,"AS","IO","IO-U-A","Diego Garcia","FJDG","NKW","","72.411102","-7.31327"
"FKKC","medium_airport","Tiko Airport",151,"AF","CM","CM-SW","Tiko","FKKC","TKC","","9.360529899600001","4.08919000626"
"FKKD","medium_airport","Douala International Airport",33,"AF","CM","CM-LT","Douala","FKKD","DLA","","9.719479560849999","4.0060801506"
"FKKL","medium_airport","Salak Airport",1390,"AF","CM","CM-EN","Maroua","FKKL","MVR","","14.257399559020996","10.451399803161621"
"FKKM","medium_airport","Foumban Nkounja Airport",3963,"AF","CM","CM-OU","Foumban","FKKM","FOM","","10.750800132751465","5.636919975280762"
"FKKN","medium_airport","N'GaoundÃ©rÃ© Airport",3655,"AF","CM","CM-AD","N'GaoundÃ©rÃ©","FKKN","NGE","","13.559200286865234","7.3570098876953125"
"FKKR","medium_airport","Garoua International Airport",794,"AF","CM","CM-NO","Garoua","FKKR","GOU","","13.370100021362305","9.33588981628418"
"FKKU","medium_airport","Bafoussam Airport",4347,"AF","CM","CM-OU","Bafoussam","FKKU","BFX","","10.354599952700001","5.536920070650001"
"FKKV","medium_airport","Bamenda Airport",4065,"AF","CM","CM-NW","Bamenda","FKKV","BPC","","10.122599601745605","6.039239883422852"
"FKKY","medium_airport","YaoundÃ© Airport",2464,"AF","CM","CM-CE","YaoundÃ©","FKKY","YAO","","11.523500442504883","3.8360400199890137"
"FKYS","medium_airport","YaoundÃ© Nsimalen International Airport",2278,"AF","CM","CM-CE","YaoundÃ©","FKYS","NSI","","11.553299903869629","3.722559928894043"
"FLKE","medium_airport","Kasompe Airport",4636,"AF","ZM","ZM-08","Chingola","FLKE","CGJ","","27.893899917603","-12.572799682617"
"FLLC","medium_airport","Lusaka City Airport",4200,"AF","ZM","ZM-09","Lusaka","FLLC","","","28.3306999207","-15.4138002396"
"FLLI","medium_airport","Harry Mwanga Nkumbula International Airport",3302,"AF","ZM","ZM-07","Livingstone","FLHN","LVI","","25.822701","-17.8218"
"FLLS","large_airport","Kenneth Kaunda International Airport",3779,"AF","ZM","ZM-09","Lusaka","FLKK","LUN","","28.4526","-15.3308"
"FLMF","medium_airport","Mfuwe Airport",1853,"AF","ZM","ZM-03","Mfuwe","FLMF","MFU","","31.936599731445312","-13.258899688720703"
"FLMG","medium_airport","Mongu Airport",3488,"AF","ZM","ZM-01","Mongu","FLMG","MNR","","23.16230010986328","-15.254500389099121"
"FLND","medium_airport","Simon Mwansa Kapwepwe International Airport",4167,"AF","ZM","ZM-08","Ndola","FLSK","NLA","","28.66489982605","-12.998100280762"
"FLSO","medium_airport","Southdowns Airport",4145,"AF","ZM","ZM-08","Kitwe","FLSO","KIW","","28.149900436401367","-12.900500297546387"
"FMCH","medium_airport","Prince Said Ibrahim International Airport",93,"AF","KM","KM-G","Moroni","FMCH","HAH","","43.2719","-11.5337"
"FMCI","medium_airport","MohÃ©li Bandar Es Eslam Airport",46,"AF","KM","KM-M","","FMCI","NWA","","43.76639938354492","-12.298100471496582"
"FMCV","medium_airport","Ouani Airport",62,"AF","KM","KM-A","Ouani","FMCV","AJN","","44.430301666259766","-12.131699562072754"
"FMCZ","medium_airport","Dzaoudzi Pamandzi International Airport",23,"AF","YT","YT-U-A","Dzaoudzi","FMCZ","DZA","","45.28110122680664","-12.804699897766113"
"FMEE","medium_airport","Roland Garros Airport",66,"AF","RE","RE-U-A","St Denis","FMEE","RUN","","55.51029968261719","-20.887100219726562"
"FMEP","medium_airport","Pierrefonds Airport",59,"AF","RE","RE-U-A","St Pierre","FMEP","ZSE","","55.42499923706055","-21.320899963378906"
"FMMI","large_airport","Ivato Airport",4198,"AF","MG","MG-T","Antananarivo","FMMI","TNR","","47.478802","-18.7969"
"FMMN","medium_airport","Miandrivazo Airport",203,"AF","MG","MG-U","","FMMN","ZVA","","45.450801849365234","-19.56279945373535"
"FMMS","medium_airport","Sainte Marie Airport",7,"AF","MG","MG-A","","FMMS","SMS","","49.815799713134766","-17.093900680541992"
"FMMT","medium_airport","Toamasina Airport",22,"AF","MG","MG-A","","FMMT","TMM","","49.39250183105469","-18.109500885009766"
"FMMV","medium_airport","Morondava Airport",30,"AF","MG","MG-U","","FMMV","MOQ","","44.31760025024414","-20.284700393676758"
"FMNA","medium_airport","Arrachart Airport",374,"AF","MG","MG-D","","FMNA","DIE","","49.29169845581055","-12.34939956665039"
"FMNC","medium_airport","Mananara Nord Airport",9,"AF","MG","MG-A","Mananara Nord","FMNC","WMR","","49.773799896240234","-16.16390037536621"
"FMND","medium_airport","Andapa Airport",1552,"AF","MG","MG-D","","FMND","ZWA","","49.620601654052734","-14.651700019836426"
"FMNH","medium_airport","Antsirabato Airport",20,"AF","MG","MG-D","","FMNH","ANM","","50.3202018737793","-14.99940013885498"
"FMNL","medium_airport","Analalava Airport",345,"AF","MG","MG-M","","FMNL","HVA","","47.76380157470703","-14.62969970703125"
"FMNM","medium_airport","Amborovy Airport",87,"AF","MG","MG-M","","FMNM","MJN","","46.351232528699995","-15.6668417421"
"FMNN","medium_airport","Fascene Airport",36,"AF","MG","MG-D","Nosy Be","FMNN","NOS","","48.3148002625","-13.3121004105"
"FMNQ","medium_airport","Besalampy Airport",125,"AF","MG","MG-M","","FMNQ","BPY","","44.4824838638","-16.744530296500002"
"FMNR","medium_airport","Maroantsetra Airport",13,"AF","MG","MG-A","","FMNR","WMN","","49.68830108642578","-15.436699867248535"
"FMNS","medium_airport","Sambava Airport",20,"AF","MG","MG-D","","FMNS","SVB","","50.17470169067383","-14.278599739074707"
"FMNV","medium_airport","Vohimarina Airport",19,"AF","MG","MG-D","","FMNV","VOH","","50.00279998779297","-13.375800132751465"
"FMNW","medium_airport","Ambalabe Airport",92,"AF","MG","MG-M","Antsohihy","FMNW","WAI","","47.993900299072266","-14.898799896240234"
"FMSD","medium_airport","TÃ´lanaro Airport",29,"AF","MG","MG-U","TÃ´lanaro","FMSD","FTU","","46.95610046386719","-25.03809928894043"
"FMSF","medium_airport","Fianarantsoa Airport",3658,"AF","MG","MG-F","","FMSF","WFI","","47.111698150634766","-21.441600799560547"
"FMSK","medium_airport","Manakara Airport",33,"AF","MG","MG-F","","FMSK","WVK","","48.02170181274414","-22.119699478149414"
"FMSM","medium_airport","Mananjary Airport",20,"AF","MG","MG-F","","FMSM","MNJ","","48.358299255371094","-21.201799392700195"
"FMSR","medium_airport","Morombe Airport",16,"AF","MG","MG-U","","FMSR","MXM","","43.3754997253418","-21.7539005279541"
"FMST","medium_airport","Toliara Airport",29,"AF","MG","MG-U","","FMST","TLE","","43.72850036621094","-23.383399963378906"
"FNBC","medium_airport","Mbanza Congo Airport",1860,"AF","AO","AO-ZAI","Mbanza Congo","FNBC","SSY","","14.246999740600586","-6.269899845123291"
"FNBG","medium_airport","Benguela Airport",118,"AF","AO","AO-BGU","Benguela","FNBG","BUG","","13.4036998749","-12.609000206"
"FNCA","medium_airport","Cabinda Airport",66,"AF","AO","AO-CAB","Cabinda","FNCA","CAB","","12.188400268554688","-5.59699010848999"
"FNCT","medium_airport","Catumbela Airport",23,"AF","AO","AO-BGU","Catumbela","FNCT","CBT","","13.4869","-12.4792"
"FNDU","medium_airport","Dundo Airport",2451,"AF","AO","AO-LNO","Chitato","FNDU","DUE","","20.818500518798828","-7.400889873504639"
"FNGI","medium_airport","Ngjiva Pereira Airport",3566,"AF","AO","AO-CNN","Ngiva","FNGI","VPE","","15.683799743700002","-17.0435009003"
"FNHU","medium_airport","Nova Lisboa Airport",5587,"AF","AO","AO-HUA","Huambo","FNHU","NOV","","15.760499954223633","-12.808899879455566"
"FNKU","medium_airport","Kuito Airport",5618,"AF","AO","AO-BIE","Kuito","FNKU","SVP","","16.947399139404","-12.404600143433"
"FNLU","large_airport","Quatro de Fevereiro Airport",243,"AF","AO","AO-LUA","Luanda","FNLU","LAD","","13.2312","-8.85837"
"FNMA","medium_airport","Malanje Airport",3868,"AF","AO","AO-MAL","Malanje","FNMA","MEG","","16.312400817871094","-9.525090217590332"
"FNME","medium_airport","Menongue Airport",4469,"AF","AO","AO-CCU","Menongue","FNME","SPP","","17.71980094909668","-14.657600402832031"
"FNMO","medium_airport","Namibe Airport",210,"AF","AO","AO-NAM","Namibe","FNMO","MSZ","","12.14680004119873","-15.261199951171875"
"FNNG","medium_airport","Negage Airport",4105,"AF","AO","AO-UIG","Negage","FNNG","GXG","","15.287699699401855","-7.754509925842285"
"FNPA","medium_airport","Porto Amboim Airport",16,"AF","AO","AO-CUS","Port Amboim","FNPA","PBN","","13.76550006866455","-10.722000122070312"
"FNSA","medium_airport","Saurimo Airport",3584,"AF","AO","AO-LSU","Saurimo","FNSA","VHC","","20.431900024414062","-9.689069747924805"
"FNSO","medium_airport","Soyo Airport",15,"AF","AO","AO-ZAI","Soyo","FNSO","SZA","","12.371800422668457","-6.141089916229248"
"FNSU","medium_airport","Sumbe Airport",36,"AF","AO","AO-CUS","Sumbe","FNSU","NDD","","13.84749984741211","-11.167900085449219"
"FNUB","medium_airport","Lubango Airport",5778,"AF","AO","AO-HUI","Lubango","FNUB","SDD","","13.574999809265137","-14.924699783325195"
"FNUE","medium_airport","Luena Airport",4360,"AF","AO","AO-MOX","Luena","FNUE","LUO","","19.8976993560791","-11.768099784851074"
"FNUG","medium_airport","Uige Airport",2720,"AF","AO","AO-UIG","Uige","FNUG","UGO","","15.027799606323242","-7.60306978225708"
"FNXA","medium_airport","Xangongo Airport",3635,"AF","AO","AO-CNN","Xangongo","FNXA","XGN","","14.965299606323242","-16.755399703979492"
"FOGK","medium_airport","Koulamoutou Mabimbi Airport",1070,"AF","GA","GA-7","Koulamoutou","FOGK","KOU","","12.441300392151","-1.1846100091934"
"FOGM","medium_airport","Mouilla Ville Airport",295,"AF","GA","GA-4","Mouila","FOGM","MJL","","11.056699752807617","-1.845139980316162"
"FOGO","medium_airport","Oyem Airport",2158,"AF","GA","GA-9","Oyem","FOGO","OYE","","11.581399917602539","1.5431100130081177"
"FOGQ","medium_airport","Okondja Airport",1325,"AF","GA","GA-2","Okondja","FOGQ","OKN","","13.673100471496582","-0.6652140021324158"
"FOGR","medium_airport","Lambarene Airport",82,"AF","GA","GA-3","Lambarene","FOGR","LBQ","","10.245699882507324","-0.7043889760971069"
"FOOB","medium_airport","Bitam Airport",1969,"AF","GA","GA-9","Bitam","FOOB","BMM","","11.493200302124023","2.0756399631500244"
"FOOG","medium_airport","Port Gentil Airport",13,"AF","GA","GA-8","Port Gentil","FOOG","POG","","8.754380226135254","-0.7117390036582947"
"FOOH","medium_airport","Omboue Hopital Airport",33,"AF","GA","GA-8","Omboue","FOOH","OMB","","9.262689590454102","-1.5747300386428833"
"FOOK","medium_airport","Makokou Airport",1726,"AF","GA","GA-6","Makokou","FOOK","MKU","","12.890899658203125","0.5792109966278076"
"FOOL","medium_airport","Libreville Leon M'ba International Airport",39,"AF","GA","GA-1","Libreville","FOOL","LBV","","9.412280082699999","0.458600014448"
"FOON","medium_airport","M'Vengue El Hadj Omar Bongo Ondimba International Airport",1450,"AF","GA","GA-2","Franceville","FOON","MVB","","13.437999725341797","-1.6561599969863892"
"FPPR","medium_airport","Principe Airport",591,"AF","ST","ST-P","","FPPR","PCP","","7.411739826202393","1.6629400253295898"
"FPST","medium_airport","SÃ£o TomÃ© International Airport",33,"AF","ST","ST-S","SÃ£o TomÃ©","FPST","TMS","","6.7121500968933105","0.3781749904155731"
"FQBR","medium_airport","Beira Airport",33,"AF","MZ","MZ-S","Beira","FQBR","BEW","","34.90760040283203","-19.79640007019043"
"FQCH","medium_airport","Chimoio Airport",2287,"AF","MZ","MZ-B","Chimoio","FQCH","VPY","","33.42900085449219","-19.15130043029785"
"FQIN","medium_airport","Inhambane Airport",30,"AF","MZ","MZ-I","Inhambabe","FQIN","INH","","35.40850067138672","-23.876399993896484"
"FQLC","medium_airport","Lichinga Airport",4505,"AF","MZ","MZ-A","Lichinga","FQLC","VXC","","35.2663","-13.274"
"FQMA","large_airport","Maputo Airport",145,"AF","MZ","MZ-MPM","Maputo","FQMA","MPM","","32.572601","-25.920799"
"FQMD","medium_airport","Mueda Airport",2789,"AF","MZ","MZ-P","Mueda","FQMD","MUD","","39.5630989074707","-11.672900199890137"
"FQMP","medium_airport","MocÃ­mboa da Praia Airport",89,"AF","MZ","MZ-P","MocÃ­mboa da Praia","FQMP","MZB","","40.35490036010742","-11.361800193786621"
"FQNP","medium_airport","Nampula Airport",1444,"AF","MZ","MZ-N","Nampula","FQNP","APL","","39.28179931640625","-15.105600357055664"
"FQPB","medium_airport","Pemba Airport",331,"AF","MZ","MZ-P","Pemba / Porto Amelia","FQPB","POL","","40.52401351928711","-12.991762161254883"
"FQQL","medium_airport","Quelimane Airport",36,"AF","MZ","MZ-Q","Quelimane","FQQL","UEL","","36.86909866333008","-17.855499267578125"
"FQTT","medium_airport","Chingozi Airport",525,"AF","MZ","MZ-T","Tete","FQTT","TET","","33.640201568603516","-16.104799270629883"
"FQVL","medium_airport","Vilankulo Airport",46,"AF","MZ","MZ-I","Vilanculo","FQVL","VNX","","35.31330108642578","-22.018400192260742"
"FSIA","large_airport","Seychelles International Airport",10,"AF","SC","SC-20","Mahe Island","FSIA","SEZ","","55.521801","-4.67434"
"FSPP","medium_airport","Praslin Airport",10,"AF","SC","SC-14","Praslin Island","FSPP","PRI","","55.69139862060547","-4.3192901611328125"
"FTTC","medium_airport","Abeche Airport",1788,"AF","TD","TD-OD","","FTTC","AEH","","20.84429931640625","13.847000122070312"
"FTTD","medium_airport","Moundou Airport",1407,"AF","TD","TD-LO","","FTTD","MQQ","","16.071399688720703","8.624409675598145"
"FTTJ","large_airport","N'Djamena International Airport",968,"AF","TD","TD-CB","N'Djamena","FTTJ","NDJ","","15.034","12.1337"
"FTTY","medium_airport","Faya Largeau Airport",771,"AF","TD","TD-BET","","FTTY","FYT","","19.111099243164062","17.91710090637207"
"FVBU","medium_airport","Joshua Mqabuko Nkomo International Airport",4359,"AF","ZW","ZW-BU","Bulawayo","FVJN","BUQ","","28.617901","-20.017401"
"FVCZ","medium_airport","Buffalo Range Airport",1421,"AF","ZW","ZW-MV","Chiredzi","FVCZ","BFO","","31.5786","-21.008101"
"FVFA","medium_airport","Victoria Falls International Airport",3490,"AF","ZW","ZW-MN","Victoria Falls","FVFA","VFA","","25.839000701904297","-18.09589958190918"
"FVHA","large_airport","Robert Gabriel Mugabe International Airport",4887,"AF","ZW","ZW-HA","Harare","FVRG","HRE","","31.0928","-17.931801"
"FVKB","medium_airport","Kariba International Airport",1706,"AF","ZW","ZW-MW","Kariba","FVKB","KAB","","28.885000228881836","-16.519800186157227"
"FVMT","medium_airport","Mutoko Airport",3950,"AF","ZW","ZW-ME","Mutoko","FVMT","","","32.18450164794922","-17.431900024414062"
"FVMV","medium_airport","Masvingo International Airport",3595,"AF","ZW","ZW-MV","Masvingo","FVMV","MVZ","","30.859100341796875","-20.055299758911133"
"FVTL","medium_airport","Thornhill Air Base",4680,"AF","ZW","ZW-MI","Gweru","FVTL","GWE","","29.861900329589844","-19.436399459838867"
"FVWN","medium_airport","Hwange National Park Airport",3543,"AF","ZW","ZW-MN","Hwange","FVWN","HWN","","27.020999908447266","-18.629899978637695"
"FWCL","medium_airport","Chileka International Airport",2555,"AF","MW","MW-BL","Blantyre","FWCL","BLZ","","34.9739990234375","-15.679100036621094"
"FWDW","medium_airport","Dwangwa Airport",1605,"AF","MW","MW-NK","Dwangwa","FWDW","DWA","","34.131901","-12.5183"
"FWKA","medium_airport","Karonga Airport",1765,"AF","MW","MW-KR","Karonga","FWKA","KGJ","","33.893001556396484","-9.953570365905762"
"FWKI","medium_airport","Lilongwe International Airport",4035,"AF","MW","MW-LI","Lilongwe","FWKI","LLW","","33.78099823","-13.7894001007"
"FWMG","medium_airport","Mangochi Airport",1580,"AF","MW","MW-MG","Mangochi","FWMG","MAI","","35.266998291015625","-14.482999801635742"
"FWUU","medium_airport","Mzuzu Airport",4115,"AF","MW","MW-MZ","Mzuzu","FWUU","ZZU","","34.01179885864258","-11.444700241088867"
"FXMM","medium_airport","Moshoeshoe I International Airport",5348,"AF","LS","LS-A","Maseru","FXMM","MSU","","27.552499771118164","-29.462299346923828"
"FYAR","medium_airport","Arandis Airport",1905,"AF",,"NA-ER","Arandis","FYAR","ADI","","14.979999542236328","-22.462200164794922"
"FYGF","medium_airport","Grootfontein Airport",4636,"AF",,"NA-OD","Grootfontein","FYGF","GFY","","18.122699737548828","-19.60219955444336"
"FYKT","medium_airport","Keetmanshoop Airport",3506,"AF",,"NA-KA","Keetmanshoop","FYKT","KMP","","18.111400604248047","-26.5398006439209"
"FYLZ","medium_airport","Luderitz Airport",457,"AF",,"NA-KA","Luderitz","FYLZ","LUD","","15.242899894714355","-26.687400817871094"
"FYML","medium_airport","Mariental Airport",3650,"AF",,"NA-HA","Mariental","FYML","","","17.925399780273438","-24.60540008544922"
"FYOA","medium_airport","Ondangwa Airport",3599,"AF",,"NA-ON","Ondangwa","FYOA","OND","","15.9526","-17.878201"
"FYOG","medium_airport","Oranjemund Airport",14,"AF",,"NA-KA","Oranjemund","FYOG","OMD","","16.446699","-28.5847"
"FYRU","medium_airport","Rundu Airport",3627,"AF",,"NA-KE","Rundu","FYRU","NDU","","19.719400405884","-17.956499099731"
"FYTM","medium_airport","Tsumeb Airport",4353,"AF",,"NA-OT","Tsumeb","FYTM","TSB","","17.732500076294","-19.26189994812"
"FYWB","medium_airport","Walvis Bay Airport",299,"AF",,"NA-ER","Walvis Bay","FYWB","WVB","","14.6453","-22.9799"
"FYWE","medium_airport","Eros Airport",5575,"AF",,"NA-KH","Windhoek","FYWE","ERS","","17.080400466918945","-22.612199783325195"
